Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Wang, T., Lv, F., Chen, Z., Li, R., Zhang, Y.","57210156121; 36727816300; 57209297396; 57205079823; 49865041000","Flexible Bi<inf>20</inf>TiO<inf>32</inf>/TiO<inf>2</inf>/C electrospun membranes with excellent catalysis",2019,"Materials Research Express",6,"8", 086203,,,,,10.1088/2053-1591/ab1953,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069685121&partnerID=40&md5=99c1685ac503e6ed340f9db30cbd7bad",Article,Final,,Scopus,2-s2.0-85069685121
"Spearman, S.S., Irin, F., Ramesh, S., Rivero, I.V., Green, M.J., Harrysson, O.L.A.","49561987200; 51863689800; 57201254528; 7003851037; 12804010900; 6505872330","Effect of pseudomonas lipase enzyme on the degradation of polycaprolactone/polycaprolactone-polyglycolide fiber blended nanocomposites",2019,"International Journal of Polymeric Materials and Polymeric Biomaterials",68,"7",,360,367,,1,10.1080/00914037.2018.1445633,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044026124&partnerID=40&md5=1ba2529b65b4f69e27294190bfffd54c",Article,Final,,Scopus,2-s2.0-85044026124
"Ma, K., Xia, H., Ni, Q.-Q.","57189378650; 35249378700; 7006674350","Drug carrier three-layer nanofibrous tube for vascular graft engineering",2019,"Journal of Biomaterials Science, Polymer Edition",30,"7",,501,507,,1,10.1080/09205063.2018.1493670,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063961754&partnerID=40&md5=4a03048ca124a3e5d057f9247b1f9a5c",Article,Final,,Scopus,2-s2.0-85063961754
"Zhang, W.-D., Dong, X.-A., Liang, Y., Liu, R., Sun, Y.-J., Dong, F.","55747888100; 57193553875; 57202282168; 57210795750; 53364524200; 35315446400","Synergetic effect of BiOCl/Bi<inf>12</inf>O<inf>17</inf>Cl<inf>2</inf> and MoS<inf>2</inf>: in situ DRIFTS investigation on photocatalytic NO oxidation pathway",2019,"Rare Metals",38,"5",,437,445,,1,10.1007/s12598-019-01230-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071496017&partnerID=40&md5=3c6ee8e9dc77dd6494c94f2b681e40a1",Article,Final,,Scopus,2-s2.0-85071496017
"Munaqi, A.D., Azhar, A., Majidi, M.A.","57208861988; 56514923200; 14627523700","Gap formation in the density of states as the indicator of metal-insulator transition caused by electron-phonon coupling",2019,"Journal of Physics: Conference Series",1170,"1", 012009,,,,,10.1088/1742-6596/1170/1/012009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065980823&partnerID=40&md5=7eede07dc4dc9010849c106aae7a1651",Conference Paper,Final,Open Access,Scopus,2-s2.0-85065980823
"Zhang, N., Milbreta, U., Chin, J.S., Pinese, C., Lin, J., Shirahama, H., Jiang, W., Liu, H., Mi, R., Hoke, A., Wu, W., Chew, S.Y.","57203885476; 24483354900; 57203886780; 55766392400; 57190248380; 57215484187; 57207814235; 57207867719; 6603780724; 7003749396; 7407081122; 8656381200","Biomimicking Fiber Scaffold as an Effective In Vitro and In Vivo MicroRNA Screening Platform for Directing Tissue Regeneration",2019,"Advanced Science",6,"9", 1800808,,,,2,10.1002/advs.201800808,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062324811&partnerID=40&md5=930fbcf51ccd83aedf4acc0126208ead",Article,Final,Open Access,Scopus,2-s2.0-85062324811
"Rivera, M.L., Hudson, S.E.","57191204052; 7201375469","Desktop electrospinning a single extruder 3D printer for producing rigid plastic and electrospun textiles",2019,"Conference on Human Factors in Computing Systems - Proceedings",,"",,,,,3,10.1145/3290605.3300434,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067607597&partnerID=40&md5=1a416e0f92814ca4107e4c98134db6e8",Conference Paper,Final,,Scopus,2-s2.0-85067607597
"Duan, G., Greiner, A.","37002429600; 24283847100","Air-Blowing-Assisted Coaxial Electrospinning toward High Productivity of Core/Sheath and Hollow Fibers",2019,"Macromolecular Materials and Engineering",304,"5", 1800669,,,,25,10.1002/mame.201800669,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063301160&partnerID=40&md5=080f9cecd46156a2927a141a4758eb0c",Article,Final,,Scopus,2-s2.0-85063301160
"Drag, M.","57210183757","The predictive differential-algebraic model for nano-fibrous webs production obtained via electrospinning method",2019,"Proceedings of the 2019 20th International Carpathian Control Conference, ICCC 2019",,"", 8766000,,,,,10.1109/CarpathianCC.2019.8766000,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069811718&partnerID=40&md5=5579cd792158154056845008a32e5646",Conference Paper,Final,,Scopus,2-s2.0-85069811718
"Rezabeigi, E., Demarquette, N.R.","55349285300; 35492969000","Ultraporous Membranes Electrospun from Nonsolvent-Induced Phase-Separated Ternary Systems",2019,"Macromolecular Rapid Communications",40,"9", 1800880,,,,3,10.1002/marc.201800880,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061433134&partnerID=40&md5=ff253cd9416e607463dceb6489cefd48",Article,Final,,Scopus,2-s2.0-85061433134
"Muzammil, P., Munawar Basha, S., Loganathan, R., Shakil, G.","57202151954; 35170809900; 57204609373; 57207822136","Synthesis of GaN fibers by varying precursor concentrations using Electrospinning method",2019,"Optik",184,"",,75,81,,,10.1016/j.ijleo.2019.03.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062973898&partnerID=40&md5=d23efdcaf6f19437349bbf2ba8446a56",Article,Final,,Scopus,2-s2.0-85062973898
"Huang, C., Liu, Y., Li, Z., Li, R., Ren, X., Huang, T.-S.","57216449159; 43461291400; 57158127500; 57157800400; 57205479657; 7404962302","N-halamine antibacterial nanofibrous mats based on polyacrylonitrile and N-halamine for protective face masks",2019,"Journal of Engineered Fibers and Fabrics",14,"",,,,,1,10.1177/1558925019843222,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067692191&partnerID=40&md5=c45818108582071c9e178c501f613594",Article,Final,Open Access,Scopus,2-s2.0-85067692191
"Prathap, S., Madhuri, W.","57205032194; 35956357300","Evidence of magnetism in electrospun PbFe<inf>12</inf>O<inf>19</inf> nanofibers",2019,"Applied Physics A: Materials Science and Processing",125,"5", 314,,,,1,10.1007/s00339-019-2613-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064222749&partnerID=40&md5=5f5be79f5ad22aca32c9e12e66b843e2",Article,Final,,Scopus,2-s2.0-85064222749
"Guarino, V., Iannotti, V., Ausanio, G., Ambrosio, L., Lanotte, L.","55739493900; 6603955113; 8651961200; 7007021394; 7005630988","Elastomagnetic nanofiber wires by magnetic field assisted electrospinning",2019,"Express Polymer Letters",13,"5",,419,428,,3,10.3144/expresspolymlett.2019.35,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064220993&partnerID=40&md5=c6da244b039c42d6f6efd51cdd8eb1fd",Article,Final,Open Access,Scopus,2-s2.0-85064220993
"Park, Y., Lee, S., Ha, S.S., Alunda, B., Noh, D.Y., Lee, Y.J., Kim, S., Seol, J.H.","57207202127; 57209004964; 57125476400; 55354745500; 57203082206; 37061272300; 55337098800; 9639983500","Crosslinking effect on thermal conductivity of electrospun poly(acrylic acid) nanofibers",2019,"Polymers",11,"5", 858,,,,2,10.3390/polym11050858,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066264784&partnerID=40&md5=1729d88d3d7db6286c4226a0b96ca68a",Article,Final,Open Access,Scopus,2-s2.0-85066264784
"Buivydiene, D., Krugly, E., Ciuzas, D., Tichonovas, M., Kliucininkas, L., Martuzevicius, D.","56958593600; 36698924300; 55923667300; 55778227000; 6508334506; 7801383848","Formation and characterisation of air filter material printed by melt electrospinning",2019,"Journal of Aerosol Science",131,"",,48,63,,4,10.1016/j.jaerosci.2019.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063006683&partnerID=40&md5=8e934d0d829b2afa0a7ca99f2545be60",Article,Final,,Scopus,2-s2.0-85063006683
"Wang, H., Kong, L., Ziegler, G.R.","57204601596; 55505319800; 7101958623","Aligned wet-electrospun starch fiber mats",2019,"Food Hydrocolloids",90,"",,113,117,,3,10.1016/j.foodhyd.2018.12.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059323091&partnerID=40&md5=d0b1743e9e3afdc72b11b08c786bd974",Article,Final,,Scopus,2-s2.0-85059323091
"Pant, B., Park, M., Park, S.-J.","47061877700; 55621686500; 57211728259","TiO<inf>2</inf> NPs assembled into a carbon nanofiber composite electrode by a one-step electrospinning process for supercapacitor applications",2019,"Polymers",11,"5", 899,,,,8,10.3390/polym11050899,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066858002&partnerID=40&md5=4732a35314e71dd2872536b0bee43990",Article,Final,Open Access,Scopus,2-s2.0-85066858002
"Habeeb, S.A., Rajabia, L., Dabirian, F.","57205654137; 57211799760; 22834540800","Comparing two electrospinning methods in producing polyacrylonitrile nanofibrous tubular structures with enhanced properties",2019,"Iranian Journal of Chemistry and Chemical Engineering",38,"3",,23,42,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075035003&partnerID=40&md5=4f5df600b57cf5b0dcd95b96d71b2f7d",Article,Final,,Scopus,2-s2.0-85075035003
"Chu, X., Gan, Z., Bai, L., Dong, Y., Rumyantseva, M.N.","7102057202; 57211108407; 54913166400; 34467607100; 7004200807","Acetone-sensing Properties of ZnFe<inf>2</inf>O<inf>4</inf> Nanofibers Prepared via Electrospinning Method | 静电纺丝法制备铁酸锌纳米纤维及其气敏性能研究",2019,"Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering",48,"5",,1371,1379,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072678359&partnerID=40&md5=24a8c3bd02812ecb19aca2e817370e86",Article,Final,,Scopus,2-s2.0-85072678359
"Liu, Y., Yang, W., He, X., Hou, H.","57194239741; 7407758935; 8322938800; 54882788700","Tailored synthesis of amorphous SiCNO mesoporous fibers through combining a facile electrospinning process and microwave-assisted pyrolysis",2019,"Ceramics International",45,"7",,8640,8645,,2,10.1016/j.ceramint.2019.01.184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060577995&partnerID=40&md5=bb5bd3b6562bb4952d73cc4d38accf24",Article,Final,,Scopus,2-s2.0-85060577995
"Li, T.-T., Zhong, Y., Yan, M., Zhou, W., Xu, W., Huang, S.-Y., Sun, F., Lou, C.-W., Lin, J.-H.","56883334800; 57209272467; 57202627426; 57209271850; 57209270401; 55561726400; 56645456700; 15829714900; 35724149500","Synergistic effect and characterization of graphene/carbon nanotubes/polyvinyl alcohol/sodium alginate nanofibrous membranes formed using continuous needleless dynamic linear electrospinning",2019,"Nanomaterials",9,"5", 714,,,,5,10.3390/nano9050714,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067133659&partnerID=40&md5=76396cc01f6aa47a2e305128d727c587",Article,Final,Open Access,Scopus,2-s2.0-85067133659
"Si, M.-S.","7003944376","Commentary: Polymer prosthetic heart valves—A new era",2019,"Journal of Thoracic and Cardiovascular Surgery",157,"5",,1817,1818,,,10.1016/j.jtcvs.2019.02.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064073245&partnerID=40&md5=14cc7ed07b6a45e32c178dba34712e60",Editorial,Final,Open Access,Scopus,2-s2.0-85064073245
"Velutheril Thomas, L., Nair, P.D.","57189931978; 7201717296","An electrospun citric acid modified polyvinyl alcohol scaffold for vascular tissue engineering",2019,"Journal of Bioactive and Compatible Polymers",34,"3",,263,279,,1,10.1177/0883911519841390,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064561413&partnerID=40&md5=3a7474363a25ca004deba0fe8e942a70",Article,Final,,Scopus,2-s2.0-85064561413
"Aman mohammadi, M., Ramazani, S., Rostami, M., Raeisi, M., Tabibiazar, M., Ghorbani, M.","57205265256; 55793029200; 57205262921; 6504713102; 56386106600; 57199999984","Fabrication of food-grade nanofibers of whey protein Isolate–Guar gum using the electrospinning method",2019,"Food Hydrocolloids",90,"",,99,104,,3,10.1016/j.foodhyd.2018.12.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059329706&partnerID=40&md5=3370467144d7c0bc088b187665fd7b95",Article,Final,,Scopus,2-s2.0-85059329706
"Chen, Q., Wang, Y., Wang, M., Ma, S., Wang, P., Zhang, G., Chen, W., Jiao, H., Liu, L., Xu, X.","8401131200; 7601501174; 57206855352; 7403725657; 55718422800; 55619309093; 55569499100; 24385253400; 55715375800; 55706299700","Enhanced acetone sensor based on Au functionalized In-doped ZnSnO <inf>3</inf> nanofibers synthesized by electrospinning method",2019,"Journal of Colloid and Interface Science",543,"",,285,299,,6,10.1016/j.jcis.2019.02.055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062004428&partnerID=40&md5=0a4122995afbd8880f29ef52647bd4aa",Article,Final,,Scopus,2-s2.0-85062004428
"Xiao, Y., Cao, Y., Liu, Y., Xin, B., Lin, L., Sun, Y., Chen, Z.","57196393186; 55982819300; 55183849000; 7003789144; 57198907964; 57202306230; 56105393400","Electrospun natural cellulose/polyacrylonitrile nanofiber: simulation and experimental study",2019,"Textile Research Journal",89,"9",,1748,1758,,2,10.1177/0040517518779256,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047792294&partnerID=40&md5=22263d4e7247b6d86bf81777a65aa6fb",Article,Final,,Scopus,2-s2.0-85047792294
"Chen, Y., Waghmare, P.R., Ayranci, C.","57194214194; 24503892500; 24166331800","Fabrication and characterization of electrospun mats of Nylon 6/Silica nanocomposite fibers",2019,"Journal of Engineered Fibers and Fabrics",14,"",,,,,,10.1177/1558925019843225,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066835359&partnerID=40&md5=484d31e3552b83a39336e9590bb0d1fc",Article,Final,Open Access,Scopus,2-s2.0-85066835359
"Cisquella-Serra, A., Magnani, M., Gual-Mosegui, Á., Holmberg, S., Madou, M., Gamero-Castaño, M.","57200177269; 57204764811; 57206267848; 56208775000; 7005485160; 57203405102","Study of the electrostatic jet initiation in near-field electrospinning",2019,"Journal of Colloid and Interface Science",543,"",,106,113,,2,10.1016/j.jcis.2019.02.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061657476&partnerID=40&md5=3e2360fa921c88a2591bc1a1d2aae68a",Article,Final,,Scopus,2-s2.0-85061657476
"Fereydouni, N., Darroudi, M., Movaffagh, J., Shahroodi, A., Butler, A.E., Ganjali, S., Sahebkar, A.","55641717100; 27067464600; 54412666900; 57193999357; 7201779722; 56071734000; 26639699900","Curcumin nanofibers for the purpose of wound healing",2019,"Journal of Cellular Physiology",234,"5",,5537,5554,,9,10.1002/jcp.27362,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055710627&partnerID=40&md5=bb3ff06e1b09e01b0cf55b1f13a6a7ec",Review,Final,,Scopus,2-s2.0-85055710627
"Serôdio, R., Schickert, S.L., Costa-Pinto, A.R., Dias, J.R., Granja, P.L., Yang, F., Oliveira, A.L.","57205456785; 57205456988; 24390737500; 55493446000; 6602391346; 56153293600; 55937245800","Ultrasound sonication prior to electrospinning tailors silk fibroin/PEO membranes for periodontal regeneration",2019,"Materials Science and Engineering C",98,"",,969,981,,2,10.1016/j.msec.2019.01.055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060099646&partnerID=40&md5=790d69131fc1c2b199d71c807403a84b",Article,Final,,Scopus,2-s2.0-85060099646
"Ma, Y., Ma, Y., Liu, M., Chen, Y., Hu, X., Ye, Z., Dong, D.","57192433299; 57206940024; 57209144559; 57209138132; 55347561200; 55449464300; 15838872500","Study on nanofibrous catalysts prepared by electrospinning for methane partial oxidation",2019,"Catalysts",9,"5", 479,,,,,10.3390/catal9050479,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066629195&partnerID=40&md5=6f4a811711b7d2bd63d0e642bacd7214",Article,Final,Open Access,Scopus,2-s2.0-85066629195
"Reich, S., Kaiser, P., Mafi, M., Schmalz, H., Rhinow, D., Freitag, R., Greiner, A.","57190181911; 56583585300; 57207461313; 7004956038; 14525653200; 57210202105; 24283847100","High-Temperature Spray-Dried Polymer/Bacteria Microparticles for Electrospinning of Composite Nonwovens",2019,"Macromolecular Bioscience",19,"5", 1800356,,,,,10.1002/mabi.201800356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062488239&partnerID=40&md5=6c32020b68f765d9315d2e5c69a2e3da",Article,Final,,Scopus,2-s2.0-85062488239
"Nonato, R.C., Mei, L.H.I., Bonse, B.C., Chinaglia, E.F., Morales, A.R.","56455196900; 23091409000; 6505645836; 6507727011; 56224796600","Nanocomposites of PLA containing ZnO nanofibers made by solvent cast 3D printing: Production and characterization",2019,"European Polymer Journal",114,"",,271,278,,7,10.1016/j.eurpolymj.2019.02.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062296088&partnerID=40&md5=c56c6c226a6231d60900ec8a981e0a33",Article,Final,,Scopus,2-s2.0-85062296088
"Jin, C., Liu, D., Hu, J., Wang, Y., Zhang, Q., Lv, L., Zhuge, F.","55556753800; 56915032800; 57206896278; 56757740800; 57199410766; 57199649450; 57209037510","The role of microstructure in piezocatalytic degradation of organic dye pollutants in wastewater",2019,"Nano Energy",59,"",,372,379,,20,10.1016/j.nanoen.2019.02.047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062091046&partnerID=40&md5=8f129c5f955fcca017fcddafa277d18f",Article,Final,,Scopus,2-s2.0-85062091046
"Wang, H., Kong, L., Ziegler, G.R.","57204601596; 55505319800; 7101958623","Fabrication of starch - Nanocellulose composite fibers by electrospinning",2019,"Food Hydrocolloids",90,"",,90,98,,3,10.1016/j.foodhyd.2018.11.047,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059318229&partnerID=40&md5=65adc757f4fd62d8641dc2330f6bd2e9",Review,Final,,Scopus,2-s2.0-85059318229
"Yi, B., Zhao, Y., Tian, E., Li, J., Ren, Y.","57202680276; 56890014600; 56287543800; 56306804700; 24831075700","High-performance polyimide nanofiber membranes prepared by electrospinning",2019,"High Performance Polymers",31,"4",,438,448,,1,10.1177/0954008318781703,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048999751&partnerID=40&md5=a1d7fafa70c897b7c03e71af7a50fdf2",Article,Final,,Scopus,2-s2.0-85048999751
"Taghavi, M.A., Rabiee, S.M., Jahanshahi, M., Nasiri, F.","57207862031; 24279771300; 56114369300; 57202380710","Electrospun Poly-ε-Caprolactone (PCL)/Dicalcium Phosphate Dihydrate (DCPD) Composite Scaffold for Tissue Engineering Application",2019,"Molecular Biotechnology",61,"5",,345,354,,1,10.1007/s12033-019-00168-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063090069&partnerID=40&md5=8146b023e03ff58901c37d2c6c055a3f",Article,Final,,Scopus,2-s2.0-85063090069
"Cai, J., Yu, Q., He, X., Xu, J., Ding, Q., Feng, Y.","57212373677; 8356715800; 12808359800; 57212042917; 57210260199; 57203920791","Preparation of SiW<inf>11</inf> Incorporated SiO<inf>2</inf> Nanofibers(SiW<inf>11</inf>/SiO<inf>2</inf>) and Its Application in the Analysis of Polyamines in Arabidopsis | SiW<inf>11</inf>掺杂二氧化硅纳米纤维(SiW<inf>11</inf>/SiO<inf>2</inf>)的制备及对拟南芥叶中多胺的萃取分析",2019,"Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities",40,"5",,901,908,,,10.7503/cjcu20180531,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070107099&partnerID=40&md5=a2d458c6cf9a901bb0655e70e0475cdb",Article,Final,,Scopus,2-s2.0-85070107099
"Samani, D.A., Doostmohammadi, A., Nilforoushan, M.R., Nazari, H.","57209409711; 24829092200; 21739786600; 35185562300","Electrospun Polycaprolactone/Graphene/Baghdadite Composite Nanofibres with Improved Mechanical and Biological Properties",2019,"Fibers and Polymers",20,"5",,982,990,,,10.1007/s12221-019-1161-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067679940&partnerID=40&md5=c236c0459ed3eb21b316c53fee0ce971",Article,Final,,Scopus,2-s2.0-85067679940
"Akshat, T.M., Misra, S., Gudiyawar, M.Y., Salacova, J., Petru, M.","57209408755; 57209527088; 6602770149; 36148407400; 54950669200","Effect of Electrospun Nanofiber Deposition on Thermo-physiology of Functional Clothing",2019,"Fibers and Polymers",20,"5",,991,1002,,2,10.1007/s12221-019-9100-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067640724&partnerID=40&md5=c13715defc6f1f33c12bba47750caecc",Article,Final,,Scopus,2-s2.0-85067640724
"Godakanda, V.U., Li, H., Alquezar, L., Zhao, L., Zhu, L.-M., de Silva, R., de Silva, K.M.N., Williams, G.R.","57207929911; 56184012500; 57207940835; 57207928395; 55710395600; 7006226508; 36847462800; 7406083266","Tunable drug release from blend poly(vinyl pyrrolidone)-ethyl cellulose nanofibers",2019,"International Journal of Pharmaceutics",562,"",,172,179,,6,10.1016/j.ijpharm.2019.03.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063290299&partnerID=40&md5=37ae13639a1bb9b2d9efd72318ce91cb",Article,Final,,Scopus,2-s2.0-85063290299
"Jiang, C., Wu, C., Li, X., Yao, Y., Lan, L., Zhao, F., Ye, Z., Ying, Y., Ping, J.","57201367523; 57195916473; 57203929081; 56493636300; 57192903849; 57189253002; 8440510200; 55120143200; 26421385900","All-electrospun flexible triboelectric nanogenerator based on metallic MXene nanosheets",2019,"Nano Energy",59,"",,268,276,,14,10.1016/j.nanoen.2019.02.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061987873&partnerID=40&md5=e04ba34599a173bd658a929a1fcf2da4",Article,Final,,Scopus,2-s2.0-85061987873
"Zhang, C., Liu, Z., Liu, H., Wang, S., Zhang, Y., Li, C., Wu, Y.","57206659302; 57205471214; 56608650500; 35306274100; 57196199885; 57205465717; 57202850610","Preparation of Reversible Photoresponsive Poly(SPA-co-MMA) Films by Electrospinning: A Possible Route to Smart Materials for Regulating Wettability and Humidity",2019,"Advanced Materials Technologies",4,"5", 1900039,,,,3,10.1002/admt.201900039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061782611&partnerID=40&md5=9d21dbd6969f41ca084738f4197af6c0",Article,Final,,Scopus,2-s2.0-85061782611
"Tiyek, İ., Yazıcı, M., Alma, M.H., Karataş, Ş.","39862167000; 57114527900; 7003266357; 6603665160","The investigation of the electromagnetic shielding effectiveness of multi-layered nanocomposite materials from reduced graphene oxide-doped P(AN-VAc) nanofiber mats/PP spunbond",2019,"Journal of Composite Materials",53,"11",,1541,1553,,,10.1177/0021998318806973,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061000515&partnerID=40&md5=2488f59548aa080921a30833d3ecc661",Article,Final,,Scopus,2-s2.0-85061000515
"Zhang, W., Yue, P., Zhang, H., Yang, N., Li, C., Li, J.H., Meng, J., Zhang, Q.","42162509400; 57201004804; 57192482998; 57197759697; 57205377255; 57211879162; 26432247600; 26032468700","Surface modification of AO-PAN@OHec nanofiber membranes with amino acid for antifouling and hemocompatible properties",2019,"Applied Surface Science",475,"",,934,941,,3,10.1016/j.apsusc.2018.12.179,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059808738&partnerID=40&md5=c9449a4e8404f94ab2f1f4f369b51b76",Article,Final,,Scopus,2-s2.0-85059808738
"Wu, Q., Xu, R., Zhao, R., Zhang, X., Li, W., Diao, G., Chen, M.","56566991400; 57194278087; 56553586600; 57160583400; 56797193500; 7006973156; 7406351617","Tube-in-tube composite nanofibers with high electrochemistry performance in energy storage applications",2019,"Energy Storage Materials",19,"",,69,79,,7,10.1016/j.ensm.2018.10.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055754610&partnerID=40&md5=a9884392789458e4fcc0558c3eed37dc",Article,Final,,Scopus,2-s2.0-85055754610
"Sanders, J.E., Han, Y., Rushing, T.S., Gardner, D.J.","57125408300; 36138567000; 6602803392; 35461877600","Electrospinning of cellulose nanocrystal-filled poly (Vinyl alcohol) solutions: Material property assessment",2019,"Nanomaterials",9,"5", 805,,,,1,10.3390/nano9050805,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068447750&partnerID=40&md5=fc5b19a36ff1ee93bcb30db4859fb24b",Article,Final,Open Access,Scopus,2-s2.0-85068447750
"Yoo, T.-H., Hwang, D.K.","55750629800; 7401880275","Field Effect Transistors Based on One-Dimensional, Metal-Oxide Semiconducting Nanofiber Mats",2019,"Journal of the Korean Physical Society",74,"9",,827,830,,,10.3938/jkps.74.827,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065467017&partnerID=40&md5=5122e39dcc3785569be18aecea5bff13",Article,Final,,Scopus,2-s2.0-85065467017
"Dai, J., Liu, P., Wang, Q., Li, W.","8539522800; 57203017044; 56358341500; 57207123056","Structure and Magnetic Properties of One-dimensional NiFe<inf>1.98</inf>RE<inf>0.02</inf>O<inf>4</inf> (RE=Pr, Nd, Sm) Nanowires | 一维NiFe<inf>1.98</inf>RE<inf>0.02</inf>O<inf>4</inf>(RE=Pr, Nd, Sm)纳米丝的结构和磁性能",2019,"Xiyou Jinshu Cailiao Yu Gongcheng/Rare Metal Materials and Engineering",48,"5",,1539,1543,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072683671&partnerID=40&md5=27447b2297c0de90247006180468bddb",Article,Final,,Scopus,2-s2.0-85072683671
"Altun, E., Aydogdu, M.O., Togay, S.O., Sengil, A.Z., Ekren, N., Haskoylu, M.E., Oner, E.T., Altuncu, N.A., Ozturk, G., Crabbe-Mann, M., Ahmed, J., Gunduz, O., Edirisinghe, M.","57200305151; 57190281775; 15073539200; 57190282250; 24338101800; 57204140063; 57028654800; 57206730049; 57201119283; 57200310263; 57200420958; 12797373800; 7006247915","Bioinspired scaffold induced regeneration of neural tissue",2019,"European Polymer Journal",114,"",,98,108,,2,10.1016/j.eurpolymj.2019.02.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061897856&partnerID=40&md5=965bfdab46f7b2901e4d7aa583343b73",Article,Final,,Scopus,2-s2.0-85061897856
"Bhute, M.V., Kondawar, S.B.","56106567900; 15019386000","Electrospun poly(vinylidene fluoride)/cellulose acetate/AgTiO <inf>2</inf> nanofibers polymer electrolyte membrane for lithium ion battery",2019,"Solid State Ionics",333,"",,38,44,,5,10.1016/j.ssi.2019.01.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060202796&partnerID=40&md5=82e5980961c77f2b35e6338b9c999177",Article,Final,,Scopus,2-s2.0-85060202796
"Maldonado-Orozco, M.C., Ochoa-Lara, M.T., Sosa-Márquez, J.E., Talamantes-Soto, R.P., Hurtado-Macías, A., López Antón, R., González, J.A., Holguín-Momaca, J.T., Olive-Méndez, S.F., Espinosa-Magaña, F.","56815004500; 55993705600; 56815094900; 57191924232; 56002746900; 16836799500; 57193353072; 56582210700; 56002744200; 55993757300","Absence of ferromagnetism in ferroelectric Mn-doped BaTiO <inf>3</inf> nanofibers",2019,"Journal of the American Ceramic Society",102,"5",,2800,2809,,3,10.1111/jace.16179,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056000323&partnerID=40&md5=9f4b8b60d11228a3263a4d1278ad24ee",Article,Final,,Scopus,2-s2.0-85056000323
"Abutaleb, A.","57190944323","Electrochemical oxidation of urea on NiCu alloy nanoparticles decorated carbon nanofibers",2019,"Catalysts",9,"5", 397,,,,3,10.3390/catal9050397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067545226&partnerID=40&md5=b0e6ce50d91914ef477851f041a6fe7b",Article,Final,Open Access,Scopus,2-s2.0-85067545226
